0.1163,0.9772,-6.35,0.606,0
2.03752,-0.690673,1.32933,3.79312,5.00007
-1.96605,-0.821583,1.31361,-4.33524,10.0002
1.00394,-2.77462,3.418,0.734348,15.0003
1.89579,-2.76222,2.83281,1.5082,19.9996
0.815793,-3.36175,3.2344,0.248394,24.9988
-2.12581,-2.25563,2.26172,-2.96421,29.998
-1.14183,2.82053,-3.38738,-1.82334,34.9983
4.22178,0.704787,-0.766064,2.68851,39.9993
1.05208,-4.11938,2.90304,0.193043,45.0004
-1.74822,2.81566,-2.97303,-2.26238,50.0015
4.84967,-1.22198,0.537683,2.44766,55.0025
-2.96573,-2.23435,1.59941,-3.08878,60.0036
4.77644,1.52199,-1.16677,2.31896,65.0039
-1.37045,-4.17544,2.61252,-1.56844,70.0012
4.49333,2.41926,-1.66166,2.03146,74.9984
-1.28068,-4.44727,2.582,-1.45013,79.9957
5.1926,1.83255,-1.22112,2.15325,84.9929
-2.78785,-3.38437,1.97331,-2.47977,89.9902
6.08373,-0.321378,-0.094513,2.2522,94.9874
-3.882,0.57762,-0.694239,-3.45219,99.9847
5.28936,-3.64163,1.35562,1.69665,104.982
0.540693,4.62264,-3.05895,-0.293596,109.979
1.06235,-5.75217,2.48312,-0.140273,114.976
6.08339,1.76784,-1.02855,2.03287,119.974
-4.21724,-0.789797,0.230756,-3.35065,124.971
5.51157,-4.253,1.4155,1.51983,129.971
2.94028,4.68891,-2.5708,0.813855,134.976
-2.01566,-5.01983,2.23826,-1.66333,139.981
7.02831,-2.10082,0.512419,1.92963,144.986
0.155486,5.01562,-2.94742,-0.555931,149.991
-0.168689,-6.15219,2.38983,-0.733804,154.996
7.47638,-1.16308,0.146476,1.96567,160.001
-0.572098,4.97008,-2.894,-0.946415,165.005
-0.0554876,-6.38613,2.35008,-0.687949,170.01
7.70469,-1.66688,0.289029,1.89506,175.015
0.843892,5.39486,-2.84335,-0.247445,180.02
-1.63406,-5.87635,2.21655,-1.36196,185.025
7.44557,-3.4522,0.818248,1.67403,190.03
4.03857,5.04671,-2.27625,0.949876,195.035
-4.2339,-3.15047,1.24386,-2.72007,200.04
5.71474,-5.90188,1.55918,1.09965,205.044
7.3808,2.45538,-1.07026,1.74576,210.049
-3.70697,3.11539,-1.90992,-2.59894,215.054
1.44193,-7.27043,2.19297,-0.187673,220.059
8.48682,-2.17222,0.352279,1.75974,225.064
3.41667,5.6186,-2.41339,0.635811,230.069
-4.41283,-3.34655,1.22066,-2.66276,235.074
5.39835,-6.71582,1.66084,0.875716,240.079
8.621,0.887719,-0.526043,1.79056,245.084
-0.485102,5.6609,-2.74167,-0.879784,250.088
-2.21267,-6.24962,2.03481,-1.50489,255.093
7.22415,-5.71019,1.24541,1.24112,260.098
8.22082,2.44719,-0.972838,1.66862,265.103
-2.29288,4.90425,-2.49465,-1.70732,270.108
-1.16434,-7.0856,2.11401,-1.08232,275.113
7.81042,-5.49467,1.11775,1.29619,280.118
8.39519,2.62001,-0.997244,1.62853,285.123
-2.0262,5.20396,-2.53355,-1.55327,290.127
-1.7557,-6.93295,2.04385,-1.28163,295.132
7.46065,-6.25591,1.26138,1.1467,300.137
9.2326,1.486,-0.658315,1.67724,305.142
0.343319,6.2541,-2.66826,-0.550569,310.147
-3.76813,-5.32293,1.65235,-2.06826,315.152
5.86766,-7.63517,1.59964,0.751056,320.157
10.0101,-0.986638,-0.047206,1.66661,325.162
4.52295,6.13869,-2.18603,0.716363,330.167
-5.52141,-0.618655,-0.0301225,-3.03463,335.171
2.40603,-8.56942,1.97692,-0.0638187,340.176
9.51703,-4.50411,0.72183,1.42411,345.181
8.69172,3.41441,-1.13833,1.48805,350.186
-1.7193,5.74507,-2.52789,-1.35956,355.191
-2.99532,-6.53425,1.82635,-1.67195,360.196
6.42703,-7.93693,1.52144,0.761127,365.201
10.5736,-1.54397,0.0524123,1.59835,370.206
6.1867,5.79516,-1.869,0.997017,375.21
-5.06123,2.3078,-1.25304,-2.79928,380.215
-0.0805335,-8.47041,2.01435,-0.727489,385.22
8.39931,-6.91401,1.17651,1.07206,390.225
10.7035,0.199117,-0.327298,1.59635,395.23
4.45593,6.6523,-2.19322,0.579449,400.235
-5.76061,0.0527204,-0.316999,-2.98987,405.24
1.21247,-9.02124,1.97092,-0.404903,410.245
9.12444,-6.59332,1.04755,1.13957,415.25
10.89,0.582,-0.407581,1.56836,420.254
4.42729,6.8167,-2.19444,0.536967,425.259
-5.82545,0.258214,-0.397543,-2.96957,430.264
0.83572,-9.12236,1.95923,-0.505702,435.269
8.92457,-7.19753,1.12868,1.04674,440.274
11.3526,-0.351937,-0.217722,1.54617,445.279
6.1391,6.39663,-1.91427,0.854817,450.284
-5.08195,2.86197,-1.40002,-2.66412,455.289
-1.17561,-8.51871,1.9256,-1.02118,460.293
7.60794,-8.49686,1.37669,0.778623,465.298
11.6538,-2.52843,0.184891,1.47284,470.303
8.90143,4.78575,-1.34725,1.25785,475.308
-1.5837,6.38818,-2.45883,-1.24354,480.313
-4.45414,-5.81808,1.46734,-2.06786,485.318
4.63645,-9.74836,1.71113,0.235411,490.323
10.9099,-5.65145,0.728814,1.25247,495.328
